claim_amount,historical_avg_amount,amount_deviation,claim_amount_zscore,claim_frequency_90d,days_since_last_claim,previous_claim_count,garage_repeat_count,document_mismatch_count,duplicate_indicator,invoice_reuse_indicator,policy_age_days,incident_to_claim_delay_days,is_suspicious
26564.467556195665,27373.125286370752,-808.6577301750876,-0.0673881441812573,0,715,1,0,0,0,0,830,3,0
31866.794984732787,35790.340800046775,-3923.545815313988,-0.3269621512761657,1,610,0,0,0,0,0,269,5,0
13405.15021715895,11913.705553088992,1491.444664069959,0.12428705533916325,0,428,0,0,0,0,0,2163,3,0
16889.092502663298,18860.007232565436,-1970.9147299021388,-0.16424289415851157,0,462,0,0,0,0,0,569,1,0
42638.23057017702,48522.46829371938,-5884.237723542363,-0.4903531436285302,1,177,2,1,0,0,0,1828,5,0
25622.65098626413,22243.273220287836,3379.3777659762927,0.2816148138313577,0,369,4,0,0,0,0,1458,7,0
16255.718466503864,14374.882003728631,1880.8364627752326,0.15673637189793604,0,757,1,0,1,0,0,2081,1,0
142332.85914012487,19016.510064144946,123316.34907597993,10.276362422998327,4,53,3,1,2,0,0,154,53,1
23442.76655269707,25535.4944873544,-2092.7279346573305,-0.17439399455477753,0,244,0,0,0,0,0,1463,2,0
123037.87610441861,16192.359928693433,106845.51617572518,8.903793014643766,2,8,4,1,2,0,0,295,33,1
104800.30921832475,20813.54841576264,83986.76080256212,6.998896733546843,1,37,5,2,2,0,0,254,53,1
125380.07390277783,23660.715610184096,101719.35829259374,8.476613191049479,2,34,6,0,3,0,0,218,26,1
12405.27963257683,12287.308949843762,117.97068273306832,0.009830890227755693,0,344,0,0,0,0,0,2231,1,0
172429.9648395287,26655.993105305846,145773.97173422284,12.147830977851903,3,44,1,3,2,1,0,69,38,1
27808.37084007531,31900.08672853051,-4091.715888455201,-0.34097632403793343,0,632,1,0,0,0,0,2130,2,0
11158.851457200386,12743.165357916982,-1584.3139007165955,-0.13202615839304963,0,557,3,0,0,0,0,1432,3,0
34735.471707416276,30563.68409661127,4171.787610805008,0.34764896756708397,0,628,0,0,0,0,0,955,4,0
100356.76722793245,26125.03168069647,74231.73554723598,6.185977962269665,2,31,4,0,2,1,0,288,26,1
16433.975857665337,18329.493543244866,-1895.517685579529,-0.1579598071316274,0,293,1,0,0,0,0,563,2,0
25954.019712428042,27277.10120266277,-1323.0814902347265,-0.11025679085289387,0,430,0,0,0,0,0,600,1,0
134454.65918532715,29390.656122717355,105064.0030626098,8.755333588550817,4,62,4,2,2,0,0,103,53,1
24404.29821731448,22832.40068311489,1571.8975341995902,0.13099146118329918,0,196,1,1,0,0,0,471,1,0
36575.01315067145,32001.867749696758,4573.145400974696,0.38109545008122464,0,533,1,0,0,0,0,792,5,0
21440.28968359322,19882.88850408779,1557.4011795054284,0.12978343162545236,0,739,0,1,0,0,0,2247,3,0
12437.705868423234,13416.498948938839,-978.7930805156047,-0.08156609004296707,0,199,0,0,0,0,0,644,6,0
216079.07820756623,16446.588191184757,199632.49001638146,16.636040834698456,2,57,5,0,2,0,0,119,21,1
62759.65871923037,60002.279648007694,2757.3790712226764,0.22978158926855638,0,678,0,0,0,0,0,1568,4,0
26428.408150569998,29488.212633592393,-3059.8044830223953,-0.25498370691853295,0,765,1,1,0,0,0,2062,3,0
147726.6885704837,13646.658029644877,134080.03054083884,11.173335878403236,1,39,4,1,2,0,0,289,51,1
15825.170493335296,16495.14237164805,-669.9718783127537,-0.05583098985939614,0,534,0,0,0,0,0,1834,2,0
25208.540678899437,23499.81156792791,1708.729110971526,0.1423940925809605,0,551,1,0,0,0,0,1553,1,0
21025.95655279948,23962.14091285952,-2936.1843600600405,-0.24468203000500338,0,667,1,0,0,0,0,1651,5,0
94293.12701703193,20519.743675108068,73773.38334192387,6.147781945160322,2,37,3,1,2,0,0,148,40,1
31913.034104198996,32050.194527212017,-137.1604230130215,-0.011430035251085125,0,672,0,0,0,0,0,865,3,0
36346.224787582294,35545.366846660385,800.8579409219092,0.06673816174349242,0,511,1,0,0,0,0,2181,2,0
28844.05143166152,30175.248160071944,-1331.1967284104248,-0.11093306070086874,0,357,0,0,0,0,0,1513,2,0
21758.81974043809,25001.27380671762,-3242.45406627953,-0.27020450552329417,1,157,0,0,0,0,0,2297,2,0
141645.21420395077,19853.168077041002,121792.04612690977,10.149337177242481,2,12,2,2,2,1,0,186,16,1
13093.431064786135,14708.910854111558,-1615.4797893254236,-0.13462331577711864,0,674,1,0,0,0,0,2194,1,0
123750.02084146129,20322.94962152686,103427.07121993443,8.618922601661202,2,30,7,0,1,1,0,250,41,1
24005.132764795737,26245.936975797413,-2240.804211001676,-0.18673368425013964,0,481,2,0,1,0,0,638,1,0
33234.578141314705,31089.83753947647,2144.7406018382353,0.17872838348651962,0,675,0,0,0,0,0,207,2,0
34959.14383478259,39528.182934199314,-4569.039099416725,-0.38075325828472706,0,493,0,0,0,0,0,1216,9,0
39582.29545104566,45389.902448028384,-5807.606996982722,-0.4839672497485602,1,511,0,0,0,0,0,462,3,0
34564.79471192754,32850.3637153527,1714.4309965748398,0.14286924971457,0,163,2,1,0,0,0,721,4,0
15028.33610636421,15460.88887053079,-432.55276416658126,-0.03604606368054844,1,732,2,0,0,0,0,1623,8,0
41712.828142482525,38774.337202405426,2938.4909400770994,0.24487424500642493,1,316,1,1,0,0,0,2364,7,0
18477.782440671646,20940.262964248355,-2462.480523576709,-0.2052067102980591,0,171,0,0,0,0,0,1468,1,0
22173.567488213168,18996.172434047145,3177.3950541660233,0.26478292118050195,0,407,0,0,0,0,0,570,4,0
23600.714138753483,21298.489836786295,2302.224301967188,0.19185202516393232,0,477,0,0,0,0,0,1435,2,0
116755.30538245446,13707.767528564887,103047.53785388957,8.587294821157464,4,16,9,2,3,0,0,227,22,1
48642.77944187555,45585.31232766154,3057.467114214014,0.25478892618450116,0,554,1,0,0,0,0,1647,7,0
32431.689703723634,35041.60831022527,-2609.918606501633,-0.2174932172084694,0,727,0,0,0,0,0,2073,2,0
25881.852617738354,22289.593577277934,3592.25904046042,0.29935492003836833,0,694,0,0,0,0,0,584,12,0
21167.019884629783,19878.692340182333,1288.3275444474493,0.10736062870395412,0,477,0,1,0,0,0,2464,3,0
18714.74553993091,16370.488293095716,2344.2572468351955,0.19535477056959963,0,145,0,0,0,0,0,2010,4,0
83959.46327754397,21489.524075584133,62469.93920195983,5.205828266829986,1,21,4,3,3,0,0,53,54,1
166208.80305179325,15829.513682080316,150379.28936971293,12.531607447476079,2,9,6,1,2,0,1,156,14,1
26957.391657448246,25313.31120214533,1644.0804553029157,0.1370067046085763,0,252,0,0,0,0,0,2477,2,0
29254.580094552522,27624.938018737965,1629.6420758145578,0.13580350631787982,0,495,0,0,1,0,0,2094,3,0
24800.05476265093,24736.74991167412,63.304850976808666,0.005275404248067389,0,741,1,0,0,0,0,198,2,0
20217.708080620658,20680.06327896577,-462.3551983451107,-0.038529599862092555,0,292,1,0,0,0,0,257,2,0
43917.369883824555,45085.865830984105,-1168.4959471595503,-0.09737466226329586,0,538,0,0,0,0,0,2403,3,0
29444.879405059324,26852.37406537481,2592.505339684514,0.21604211164037618,0,554,0,0,0,0,0,347,6,0
28943.47144189745,27534.697996750605,1408.773445146846,0.1173977870955705,0,626,2,0,0,0,0,998,3,0
31237.986058299302,29794.813715324173,1443.1723429751291,0.1202643619145941,0,677,0,0,0,0,0,1884,3,0
21987.004776738035,24928.880483352415,-2941.8757066143808,-0.24515630888453174,0,368,0,1,0,0,0,2265,2,0
24377.03325051157,22538.146706706804,1838.886543804765,0.15324054531706377,0,716,0,0,0,0,0,1595,3,0
19016.710329828653,16420.413046203856,2596.2972836247973,0.21635810696873312,1,261,1,0,0,0,0,1888,1,0
29560.45271041133,25900.81580390136,3659.636906509968,0.304969742209164,0,340,0,0,0,0,0,612,1,0
28075.037189397648,28722.914759959545,-647.8775705618973,-0.05398979754682477,0,220,2,0,0,0,0,1668,4,0
32141.850329462883,36230.62628652978,-4088.7759570669004,-0.340731329755575,0,757,0,0,0,0,0,820,3,0
37965.91133481832,43292.30575242213,-5326.394417603813,-0.4438662014669844,0,302,0,0,0,0,0,2478,3,0
127880.68881846154,22397.284099410215,105483.40471905132,8.79028372658761,4,66,3,1,3,0,1,17,52,1
29252.708853952463,26504.19364307523,2748.5152108772345,0.22904293423976954,0,587,0,0,0,0,0,2494,4,0
26643.39886383722,26774.00335703893,-130.60449320171028,-0.01088370776680919,0,230,0,0,0,0,0,795,12,0
26989.083586768902,25113.706888757166,1875.3766980117362,0.156281391500978,1,298,0,0,0,0,0,2293,2,0
30302.70235229191,27637.64972337914,2665.05262891277,0.22208771907606417,1,366,0,0,1,0,0,743,7,0
27778.72294897293,27535.049838558243,243.67311041468565,0.02030609253455714,0,611,0,0,0,0,0,2003,3,0
15990.493719921118,14678.304330948327,1312.1893889727908,0.10934911574773257,0,308,1,0,0,0,0,1620,5,0
40140.5881283506,41546.05860799761,-1405.4704796470105,-0.11712253997058421,1,311,0,0,0,0,0,941,3,0
30480.414870668486,29048.849911996458,1431.5649586720283,0.11929707988933569,0,344,2,0,0,0,0,2413,1,0
29639.865259602717,26744.25826722624,2895.606992376477,0.24130058269803975,0,397,1,0,0,0,0,2012,1,0
141976.46959063516,29594.52575414059,112381.94383649457,9.365161986374547,3,31,2,1,3,0,1,128,23,1
14080.582591750577,15361.03204898242,-1280.4494572318436,-0.10670412143598697,0,604,0,0,0,0,0,714,3,0
37686.11790157679,42123.78738688601,-4437.669485309219,-0.36980579044243495,0,550,2,1,0,0,0,2451,2,0
27960.66332244117,24994.394325956986,2966.2689964841848,0.24718908304034873,0,638,1,0,0,0,0,478,1,0
27311.510990598403,25196.39516856887,2115.115822029533,0.1762596518357944,0,608,1,0,0,0,0,1659,4,0
15143.163476428621,13137.864372211423,2005.299104217198,0.1671082586847665,0,490,0,0,0,0,0,2082,1,0
24861.871198754605,25277.33947516542,-415.4682764108147,-0.03462235636756789,0,669,1,0,0,0,0,1738,2,0
94483.12255225482,20829.538458749863,73653.58409350496,6.137798674458747,1,10,4,3,1,1,1,252,22,1
30583.16287233765,30276.654194493076,306.50867784457296,0.02554238982038108,0,400,0,0,0,0,0,756,3,0
24520.029933877115,21678.045142611154,2841.9847912659607,0.23683206593883005,0,628,0,0,0,0,0,1382,2,0
46553.27864813593,47828.96775873748,-1275.6891106015537,-0.10630742588346281,0,336,0,0,0,0,0,1669,2,0
27463.927537411604,29716.454811360512,-2252.5272739489083,-0.18771060616240903,1,360,0,0,0,0,0,540,3,0
23909.834215761894,23673.06555628861,236.76865947328406,0.019730721622773673,0,136,2,0,0,0,0,1528,6,0
111973.03349256866,22021.615698263748,89951.41779430491,7.495951482858743,3,16,3,2,4,0,0,41,48,1
31656.941364941627,33086.962564897694,-1430.021199956067,-0.11916843332967225,0,773,0,0,0,0,0,1957,3,0
29030.450739604825,27253.722925722577,1776.7278138822476,0.14806065115685396,0,570,4,0,0,0,0,1271,2,0
36401.16697520441,31700.84936528445,4700.317609919959,0.39169313415999657,0,641,0,0,1,0,0,2000,2,0
23820.545363948062,24621.48250903868,-800.9371450906183,-0.06674476209088485,0,643,0,0,0,0,0,1917,5,0
149401.73265176144,19366.39223531227,130035.34041644918,10.836278368037432,3,62,8,1,1,1,1,37,32,1
110253.70164695515,12764.910861580047,97488.7907853751,8.124065898781257,3,63,3,2,4,0,0,126,31,1
44775.74917168638,41353.49332568285,3422.255846003529,0.28518798716696075,1,174,1,0,0,0,0,2369,11,0
32190.530119865038,27602.18095066009,4588.3491692049465,0.3823624307670789,0,220,1,0,0,0,0,995,10,0
83770.95481033623,34616.53269261433,49154.4221177219,4.096201843143492,2,31,4,0,3,0,1,126,32,1
31914.5073205064,35856.62915199024,-3942.121831483837,-0.3285101526236531,1,488,0,0,0,0,0,794,1,0
15792.735213293758,15136.492248432825,656.2429648609323,0.054686913738411023,0,496,1,0,0,0,0,298,2,0
110875.88130764468,31773.830018840723,79102.05128880395,6.591837607400329,4,73,8,1,3,0,0,49,26,1
27113.759453250797,25368.564326843138,1745.1951264076597,0.1454329272006383,0,724,0,1,0,0,0,2166,7,0
18006.74605133632,19575.5761499163,-1568.8300985799833,-0.13073584154833195,0,428,2,0,0,0,0,737,5,0
22333.89959784898,20389.10154788497,1944.7980499640107,0.16206650416366755,0,155,0,0,0,0,0,1083,3,0
141134.4072971976,13604.643744814068,127529.76355238355,10.627480296031962,2,36,6,1,1,1,0,169,28,1
35767.94893912909,33902.84778320821,1865.1011559208782,0.15542509632673984,0,610,0,0,0,0,0,2190,5,0
12976.27590903251,11585.679205989889,1390.5967030426218,0.11588305858688515,0,199,0,1,0,0,0,1268,1,0
118527.56415519364,35425.07483174677,83102.48932344688,6.925207443620573,2,9,6,0,2,0,0,117,39,1
18752.858243870247,17113.863822055016,1638.9944218152305,0.13658286848460255,0,470,1,1,1,0,0,2203,1,0
106515.8080462648,11542.019208546366,94973.78883771844,7.914482403143204,3,16,6,2,3,0,0,208,58,1
18834.695942526283,16952.962193437845,1881.7337490884383,0.15681114575736987,0,128,1,0,0,0,0,1151,6,0
31733.65598108813,31334.449182179666,399.2067989084644,0.03326723324237203,0,741,1,0,0,0,0,2380,5,0
100094.55687178878,19229.0138270553,80865.54304473348,6.73879525372779,1,65,4,2,1,1,1,209,51,1
36252.12743921267,36407.33906067212,-155.21162145944982,-0.012934301788287484,0,125,0,0,0,0,0,1378,3,0
109730.36139189648,12462.346621596145,97268.01477030033,8.105667897525027,2,52,4,0,1,0,1,196,54,1
24572.5500585735,23131.9593487792,1440.5907097942982,0.12004922581619151,0,531,0,0,0,0,0,1490,7,0
15952.26799763132,16853.33825409816,-901.070256466839,-0.07508918803890326,1,570,1,0,1,0,0,2376,6,0
36506.031289516315,35573.273042437635,932.7582470786801,0.07772985392322335,0,250,0,1,0,0,0,865,21,0
24293.29426814878,27596.883940480962,-3303.589672332182,-0.2752991393610152,0,400,1,0,0,0,0,1929,3,0
38243.72522124791,40845.14638319007,-2601.421161942162,-0.21678509682851352,0,384,2,1,0,0,0,969,1,0
15949.88932359328,16549.91281900333,-600.0234954100506,-0.05000195795083755,0,123,0,0,0,0,0,834,1,0
17809.437135085253,15997.88083993786,1811.556295147393,0.15096302459561609,0,458,0,0,0,0,0,757,3,0
20465.73836791953,19630.361003629572,835.3773642899578,0.06961478035749648,0,414,0,0,0,0,0,1628,5,0
20518.026923533813,18108.174474597974,2409.8524489358388,0.2008210374113199,1,506,1,0,0,0,0,487,3,0
21168.48424359003,22873.03754940689,-1704.5533058168621,-0.14204610881807184,0,199,1,0,0,0,0,1637,1,0
14107.7422745455,12795.707468830418,1312.0348057150823,0.10933623380959019,0,529,2,0,0,0,0,2401,3,0
36060.935319281685,36145.14683792896,-84.2115186472729,-0.007017626553939408,1,773,1,0,0,0,0,1322,6,0
16250.609529768011,14427.79180224554,1822.8177275224716,0.1519014772935393,0,744,0,0,1,0,0,1712,4,0
13786.795293389056,12872.059004847022,914.7362885420334,0.07622802404516946,0,680,0,0,0,0,0,294,4,0
12419.179950283271,11909.230200772237,509.9497495110336,0.042495812459252796,0,497,2,0,0,0,0,1704,2,0
23617.822097355525,27062.578129398833,-3444.7560320433076,-0.2870630026702756,0,478,0,0,0,0,0,2425,1,0
164531.2809439268,10046.14877544295,154485.13216848386,12.873761014040323,2,8,7,2,3,0,1,34,35,1
23664.625700823344,24584.999085874508,-920.3733850511635,-0.07669778208759696,0,688,2,0,0,0,0,1596,13,0
20445.064254805464,21053.359925122888,-608.2956703174241,-0.05069130585978534,0,703,1,0,0,0,0,1434,4,0
15378.36921728078,13088.89186945581,2289.47734782497,0.19078977898541416,0,787,0,0,0,0,0,1822,8,0
21991.317673550402,24843.25386000961,-2851.9361864592065,-0.23766134887160054,0,448,2,0,0,0,0,1682,1,0
23765.309678422593,20715.78325235774,3049.526426064851,0.2541272021720709,0,312,0,0,0,0,0,1231,2,0
18203.201222738404,19830.192612750634,-1626.99139001223,-0.13558261583435252,0,125,0,0,0,0,0,1236,2,0
22895.712658618544,22097.389050413076,798.3236082054682,0.06652696735045568,0,799,0,0,0,0,0,900,13,0
24359.603310711984,21814.02691100112,2545.5763997108625,0.21213136664257187,0,713,2,0,0,0,0,541,1,0
13903.447412606694,15906.887216392366,-2003.4398037856718,-0.1669533169821393,0,613,1,0,0,0,0,1877,3,0
27679.67312596673,31593.27078218375,-3913.5976562170217,-0.32613313801808513,0,525,0,0,0,0,0,1707,4,0
26540.68828000285,26159.316152170133,381.3721278327175,0.03178101065272646,0,210,0,0,0,0,0,861,1,0
31320.777155792122,33251.72806765787,-1930.9509118657443,-0.16091257598881203,0,691,1,0,0,0,0,393,3,0
27564.362546150573,25876.902324540024,1687.4602216105486,0.1406216851342124,0,606,1,0,0,0,0,749,6,0
145766.24321368587,17957.174409981766,127809.06880370411,10.65075573364201,2,15,7,3,1,0,1,222,23,1
41791.5981129253,47632.84729162494,-5841.24917869964,-0.4867707648916366,1,359,0,0,0,0,0,2410,8,0
26680.501263393864,25368.44802851163,1312.0532348822344,0.10933776957351954,1,222,1,0,0,0,0,573,13,0
23161.447293473117,22868.983577831783,292.4637156413337,0.024371976303444474,0,223,0,0,0,0,0,596,7,0
35706.42846220908,35196.26404988767,510.1644123214064,0.04251370102678387,0,341,0,0,0,0,0,233,2,0
161724.83726477783,21830.698837286644,139894.13842749118,11.657844868957598,3,67,3,1,1,1,0,52,26,1
28778.662207243324,27268.227275529855,1510.4349317134693,0.1258695776427891,1,493,0,0,0,0,0,2054,1,0
31149.704261204628,32586.94703058279,-1437.242769378161,-0.11977023078151341,0,788,0,0,0,0,0,1500,1,0
17132.528627712556,16066.524417581895,1066.0042101306608,0.08883368417755506,0,240,1,0,0,0,0,1722,2,0
19455.455763254937,20619.157773975126,-1163.7020107201897,-0.09697516756001581,0,651,0,0,0,0,0,2126,2,0
107426.0015328615,22088.73308468808,85337.26844817342,7.111439037347785,1,55,4,0,2,1,0,69,23,1
41872.22962181106,45869.50341875108,-3997.273796940026,-0.33310614974500213,0,259,0,0,1,0,0,1683,3,0
28960.129602842386,28152.88023404696,807.2493687954266,0.06727078073295222,0,576,0,0,0,0,0,1768,1,0
23883.58825178499,27322.827937843016,-3439.2396860580266,-0.28660330717150223,0,580,0,0,0,0,0,1091,5,0
20926.025534465887,18921.960488442215,2004.065046023672,0.16700542050197267,1,241,1,0,0,0,0,1800,2,0
102105.95591734262,31598.25820530345,70507.69771203917,5.875641476003264,3,68,2,1,2,0,0,299,49,1
32365.903430231203,29368.43083662286,2997.4725936083414,0.24978938280069513,0,176,1,0,0,0,0,1502,1,0
18789.024033178597,19059.772397686273,-270.74836450767543,-0.022562363708972952,1,247,0,0,0,0,0,331,6,0
89303.99981665815,9251.238218693663,80052.76159796449,6.671063466497041,1,67,4,2,2,1,0,282,52,1
20669.540157342206,23172.982693598067,-2503.4425362558613,-0.2086202113546551,0,621,1,1,0,0,0,1134,4,0
26337.51799795873,22737.668625311057,3599.8493726476736,0.29998744772063946,0,662,0,0,0,0,0,2255,1,0
30771.51035415878,28151.927625633594,2619.582728525187,0.21829856071043227,0,356,0,0,0,0,0,868,2,0
44775.46813841302,43435.14712585582,1340.3210125572004,0.11169341771310004,0,172,0,0,0,0,0,1157,1,0
19933.20167555937,17233.449542647057,2699.752132912312,0.22497934440935932,0,268,0,0,0,0,0,2368,2,0
38591.700501914485,35999.208116792106,2592.4923851223793,0.21604103209353162,0,415,2,0,0,0,0,2274,1,0
12982.67075714382,14286.40855418054,-1303.7377970367197,-0.10864481641972665,0,775,3,0,0,0,0,1799,13,0
10079.454780642216,9239.025329089498,840.4294515527181,0.07003578762939318,1,130,0,0,0,0,0,1350,4,0
34495.1853254593,34129.12660169113,366.0587237681684,0.03050489364734737,0,765,0,0,0,0,0,250,4,0
17396.64892303981,17039.93983584138,356.7090871984328,0.02972575726653607,1,617,2,0,0,0,0,1600,2,0
9145.973072896155,9030.773938257618,115.19913463853663,0.009599927886544719,1,378,0,1,0,0,0,1954,1,0
17307.856575512713,18391.523746833944,-1083.6671713212309,-0.09030559761010257,0,663,1,1,0,0,0,348,2,0
40434.189912515045,46317.775093405544,-5883.585180890499,-0.4902987650742083,1,455,0,0,0,0,0,1884,5,0
30027.078775662565,26872.58058620824,3154.4981894543234,0.26287484912119363,0,638,0,0,0,0,0,1930,5,0
9642.499709648257,8420.792668095224,1221.7070415530325,0.10180892012941938,0,411,0,0,0,0,0,536,5,0
35253.86239549717,34381.570502221606,872.2918932755638,0.07269099110629698,0,675,0,0,0,0,0,437,1,0
18298.83875625937,21020.91780939509,-2722.0790531357197,-0.22683992109464332,0,243,0,0,1,0,0,1808,2,0
21431.041382519197,24299.63152190391,-2868.5901393847125,-0.23904917828205938,0,150,0,0,0,0,0,647,1,0
15781.223590738013,17725.213927138208,-1943.9903364001948,-0.16199919470001622,0,257,1,1,0,0,0,246,7,0
34614.17164101567,36867.31434968388,-2253.142708668209,-0.1877618923890174,0,516,1,0,0,0,0,1147,1,0
43020.91085255164,48231.764093890255,-5210.853241338613,-0.43423777011155107,0,577,0,0,0,0,0,1799,1,0
28417.64566393383,28090.778919257715,326.86674467611374,0.027238895389676145,0,652,0,0,0,0,0,182,7,0
20170.531435618628,18277.566079836826,1892.965355781802,0.15774711298181682,0,716,1,1,0,0,0,1086,6,0
33026.13114337182,30354.728200543435,2671.4029428283866,0.22261691190236554,1,477,0,1,0,0,0,278,8,0
20557.137989629635,22300.809093370757,-1743.6711037411224,-0.1453059253117602,0,391,0,0,1,0,0,917,2,0
25163.958199420173,24528.232831228994,635.7253681911789,0.052977114015931574,0,534,0,0,0,0,0,1518,3,0
27016.991961027587,28273.482253988703,-1256.4902929611162,-0.10470752441342634,0,229,0,0,0,0,0,242,1,0
39366.35146997237,40814.17261502991,-1447.82114505754,-0.12065176208812833,0,396,1,1,0,0,0,267,6,0
34163.73209026847,34445.73169608785,-281.9996058193792,-0.023499967151614936,0,196,0,0,0,0,0,1157,1,0
14266.051526107462,15693.830312631067,-1427.778786523606,-0.11898156554363383,0,437,1,0,0,0,0,914,4,0
100555.5620924002,11260.765154327772,89294.79693807242,7.441233078172702,4,41,8,3,2,0,0,115,44,1
32472.114254746455,34467.553577533676,-1995.4393227872206,-0.16628661023226837,0,482,1,1,0,0,0,1095,4,0
139769.66711778153,20717.764362719623,119051.9027550619,9.92099189625516,1,25,3,0,3,1,1,33,59,1
31177.10761917221,31016.397370830928,160.71024834128184,0.01339252069510682,0,775,1,0,0,0,0,2484,1,0
160434.92598232205,26423.16553066345,134011.7604516586,11.167646704304884,3,63,7,2,2,0,0,184,37,1
17941.308138377186,18271.117006389086,-329.8088680118999,-0.027484072334324993,0,138,2,1,0,0,0,1723,3,0
14398.91168341131,13130.598273177171,1268.3134102341392,0.10569278418617827,0,619,0,0,0,0,0,716,3,0
9860.303686129047,10443.461216368767,-583.1575302397196,-0.048596460853309965,0,691,2,0,0,0,0,198,2,0
37520.033799918834,37642.18812999406,-122.1543300752237,-0.010179527506268642,0,543,0,1,0,0,0,1524,6,0
27284.856546558527,27608.235907700775,-323.37936114224794,-0.02694828009518733,0,795,0,1,0,0,0,192,2,0
17248.51592622631,19184.092102209957,-1935.576175983646,-0.16129801466530383,0,412,1,0,1,0,0,915,2,0
41773.30082945707,44760.82249894406,-2987.5216694869887,-0.24896013912391574,0,698,2,0,0,0,0,2430,4,0
26669.76347421284,30051.716047352584,-3381.9525731397443,-0.2818293810949787,0,632,0,0,0,0,0,1827,1,0
22062.554128320997,24176.050371861507,-2113.4962435405105,-0.17612468696170921,0,508,0,0,1,0,0,2034,8,0
105861.18306970425,24078.435243246444,81782.74782645781,6.815228985538151,1,44,3,0,1,1,1,247,47,1
12184.200865648369,12825.167665106674,-640.9667994583051,-0.053413899954858755,0,315,1,0,1,0,0,1835,1,0
17859.148682764077,18257.60267156829,-398.4539888042127,-0.03320449906701772,0,183,2,1,0,0,0,671,3,0
30481.068152658147,33738.893740954685,-3257.8255882965386,-0.2714854656913782,0,540,0,0,0,0,0,750,1,0
22557.078561340324,19443.742836256475,3113.335725083849,0.2594446437569874,0,710,1,0,0,0,0,1827,1,0
198193.1218052495,10715.927355816093,187477.19444943342,15.623099537452784,3,44,4,3,2,1,0,209,18,1
18868.064682228087,20356.864785428093,-1488.8001032000066,-0.12406667526666722,0,730,0,0,0,0,0,897,2,0
9566.00498179567,8748.089239094483,817.9157427011869,0.0681596452250989,0,462,1,0,0,0,0,521,2,0
25676.460399693657,27147.10973676965,-1470.6493370759927,-0.12255411142299939,0,196,1,0,0,0,0,343,2,0
21301.23022334604,21070.037654061547,231.1925692844925,0.019266047440374374,0,619,0,0,0,0,0,574,7,0
17468.77803446064,16293.230051358885,1175.5479831017547,0.09796233192514622,0,553,0,0,0,0,0,1093,2,0
17008.112642916203,17638.303066120796,-630.1904232045927,-0.05251586860038272,0,210,0,0,1,0,0,1218,5,0
15038.240024978953,15929.251397567292,-891.0113725883384,-0.07425094771569486,0,237,1,0,0,0,0,1407,11,0
15176.044442908795,13802.919261834028,1373.1251810747672,0.11442709842289726,0,135,0,0,0,0,0,196,1,0
44680.64276677978,48211.05596073592,-3530.413193956134,-0.2942010994963445,1,527,1,0,0,0,0,1598,1,0
16866.2365514417,17312.069728508664,-445.8331770669647,-0.037152764755580395,0,237,0,0,0,0,0,2120,1,0
19875.63077936915,21453.14201268517,-1577.5112333160214,-0.1314592694430018,1,323,0,0,0,0,0,511,1,0
29222.628733910813,32564.50523236752,-3341.876498456706,-0.2784897082047255,1,578,1,0,0,0,0,1694,3,0
127925.38689695444,20878.20516235126,107047.18173460319,8.9205984778836,2,64,5,0,2,1,1,119,47,1
14695.067920510084,15489.542238326381,-794.4743178162971,-0.06620619315135809,0,162,0,1,0,0,0,1777,2,0
17347.161534240702,15242.961476175808,2104.2000580648946,0.17535000483874122,0,712,0,0,0,0,0,1780,6,0
18317.95689819196,19054.61632819492,-736.659430002961,-0.06138828583358009,0,272,1,0,0,0,0,943,1,0
32609.916226837147,37372.37289237322,-4762.456665536072,-0.3968713887946727,1,735,1,0,0,0,0,992,2,0
18332.274358205534,19446.659069865873,-1114.3847116603392,-0.0928653926383616,0,509,0,0,0,0,0,659,3,0
80217.62142612376,32211.508397095215,48006.11302902855,4.000509419085713,2,43,6,2,1,1,1,121,18,1
25449.834236425173,26682.42700969369,-1232.5927732685159,-0.10271606443904299,0,756,1,0,0,0,0,2225,1,0
157445.76062914205,40096.504430760586,117349.25619838147,9.779104683198456,1,25,3,3,1,0,0,114,44,1
26517.984227892626,28281.13558549449,-1763.1513576018624,-0.1469292798001552,1,513,1,0,0,0,0,226,4,0
35597.825673247586,34478.08654603187,1119.7391272157183,0.0933115939346432,0,289,1,1,0,0,0,2436,2,0
16461.81554963065,16462.271554015373,-0.45600438472320093,-3.800036539360008e-05,0,799,0,0,0,0,0,1997,2,0
14609.800623466419,14695.06093558532,-85.2603121189004,-0.007105026009908367,0,799,0,0,0,0,0,550,2,0
116709.51409017305,23591.88267822618,93117.63141194687,7.759802617662239,2,32,5,2,2,0,1,207,34,1
51565.77282180724,47191.82062585305,4373.952195954189,0.3644960163295157,0,148,2,0,0,0,0,1755,3,0
19893.49595083439,18452.249482319592,1441.246468514797,0.12010387237623309,1,582,1,0,0,0,0,1216,2,0
24062.493486770847,26209.991463352526,-2147.497976581679,-0.1789581647151399,0,148,2,0,0,0,0,1945,2,0
28342.37177065699,32380.075936511596,-4037.704165854604,-0.33647534715455035,0,359,0,0,0,0,0,1373,3,0
22316.518978804485,22961.428026379923,-644.9090475754383,-0.05374242063128653,0,198,0,0,0,0,0,2247,2,0
23412.53832673633,20689.234654953078,2723.303671783251,0.22694197264860425,0,784,0,0,0,0,0,1482,4,0
